event_id,event_name,event_date,driver_type,impact_cycle,predictability,industry,intensity_score,source_note
A_20250901_603101,涨停异动_汇嘉时代_2025-09-01,2025-09-01,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,5,近一年交易数据规则抽取
A_20250901_603115,涨停异动_海星股份_2025-09-01,2025-09-01,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250901_603151,涨停异动_邦基科技_2025-09-01,2025-09-01,公司/市场异动事件,脉冲型事件,突发型事件,C13农副食品加工业,5,近一年交易数据规则抽取
A_20250901_603159,涨停异动_上海亚虹_2025-09-01,2025-09-01,公司/市场异动事件,脉冲型事件,突发型事件,C29橡胶和塑料制品业,4,近一年交易数据规则抽取
A_20250901_603168,涨停异动_莎普爱思_2025-09-01,2025-09-01,公司/市场异动事件,脉冲型事件,突发型事件,C27医药制造业,4,近一年交易数据规则抽取
A_20250901_603177,涨停异动_德创环保_2025-09-01,2025-09-01,公司/市场异动事件,脉冲型事件,突发型事件,N77生态保护和环境治理业,4,近一年交易数据规则抽取
A_20250901_603200,放量上涨异动_上海洗霸_2025-09-01,2025-09-01,公司/市场异动事件,脉冲型事件,突发型事件,N77生态保护和环境治理业,3,近一年交易数据规则抽取
A_20250902_600021,涨停异动_上海电力_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,D44电力、热力生产和供应业,4,近一年交易数据规则抽取
A_20250902_600103,涨停异动_青山纸业_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,C22造纸和纸制品业,5,近一年交易数据规则抽取
A_20250902_600183,跌停异动_生益科技_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250902_600400,涨停异动_红豆股份_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,C18纺织服装、服饰业,4,近一年交易数据规则抽取
A_20250902_600475,涨停异动_华光环能_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,N77生态保护和环境治理业,4,近一年交易数据规则抽取
A_20250902_600506,放量上涨异动_统一股份_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,C25石油、煤炭及其他燃料加工业,4,近一年交易数据规则抽取
A_20250902_600592,涨停异动_龙溪股份_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,5,近一年交易数据规则抽取
A_20250902_600653,涨停异动_申华控股_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250902_600724,涨停异动_宁波富达_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,4,近一年交易数据规则抽取
A_20250902_601069,涨停异动_西部黄金_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,B09有色金属矿采选业,4,近一年交易数据规则抽取
A_20250902_601208,跌停异动_东材科技_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,C26化学原料和化学制品制造业,5,近一年交易数据规则抽取
A_20250902_601212,涨停异动_白银有色_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,C32有色金属冶炼和压延加工业,4,近一年交易数据规则抽取
A_20250902_601689,涨停异动_拓普集团_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,C36汽车制造业,4,近一年交易数据规则抽取
A_20250902_601869,跌停异动_长飞光纤_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250902_601908,涨停异动_京运通_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,4,近一年交易数据规则抽取
A_20250902_603032,涨停异动_德新科技_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,4,近一年交易数据规则抽取
A_20250902_603033,涨停异动_三维股份_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,C29橡胶和塑料制品业,4,近一年交易数据规则抽取
A_20250902_603051,涨停异动_鹿山新材_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,C29橡胶和塑料制品业,4,近一年交易数据规则抽取
A_20250902_603083,跌停异动_剑桥科技_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,5,近一年交易数据规则抽取
A_20250902_603090,涨停异动_宏盛股份_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,5,近一年交易数据规则抽取
A_20250902_603119,涨停异动_浙江荣泰_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,4,近一年交易数据规则抽取
A_20250902_603179,涨停异动_新泉股份_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,C36汽车制造业,4,近一年交易数据规则抽取
A_20250902_603200,放量上涨异动_上海洗霸_2025-09-02,2025-09-02,公司/市场异动事件,脉冲型事件,突发型事件,N77生态保护和环境治理业,3,近一年交易数据规则抽取
A_20250903_600079,涨停异动_ST人福_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,C27医药制造业,4,近一年交易数据规则抽取
A_20250903_600184,跌停异动_光电股份_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,4,近一年交易数据规则抽取
A_20250903_600376,涨停异动_首开股份_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250903_600391,跌停异动_航发科技_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,C37铁路、船舶、航空航天和其他运输设备制造业,4,近一年交易数据规则抽取
A_20250903_600435,跌停异动_北方导航_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250903_600506,跌停异动_统一股份_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,C25石油、煤炭及其他燃料加工业,5,近一年交易数据规则抽取
A_20250903_600545,涨停异动_卓郎智能_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,5,近一年交易数据规则抽取
A_20250903_600580,放量上涨异动_卧龙电驱_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,4,近一年交易数据规则抽取
A_20250903_600697,涨停异动_欧亚集团_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,5,近一年交易数据规则抽取
A_20250903_600698,跌停异动_湖南天雁_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,C36汽车制造业,4,近一年交易数据规则抽取
A_20250903_600715,涨停异动_文投控股_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,R87广播、电视、电影和录音制作业,4,近一年交易数据规则抽取
A_20250903_600721,涨停异动_百花医药_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,M73研究和试验发展,4,近一年交易数据规则抽取
A_20250903_600967,跌停异动_内蒙一机_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,C37铁路、船舶、航空航天和其他运输设备制造业,4,近一年交易数据规则抽取
A_20250903_600990,跌停异动_四创电子_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250903_601069,涨停异动_西部黄金_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,B09有色金属矿采选业,5,近一年交易数据规则抽取
A_20250903_601606,跌停异动_长城军工_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,C33金属制品业,5,近一年交易数据规则抽取
A_20250903_601869,涨停异动_长飞光纤_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250903_601929,涨停异动_吉视传媒_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,I63电信、广播电视和卫星传输服务,5,近一年交易数据规则抽取
A_20250903_603051,涨停异动_鹿山新材_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,C29橡胶和塑料制品业,4,近一年交易数据规则抽取
A_20250903_603163,涨停异动_圣晖集成_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,E49建筑安装业,5,近一年交易数据规则抽取
A_20250903_603177,跌停异动_德创环保_2025-09-03,2025-09-03,公司/市场异动事件,脉冲型事件,突发型事件,N77生态保护和环境治理业,5,近一年交易数据规则抽取
A_20250904_600207,涨停异动_安彩高科_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,4,近一年交易数据规则抽取
A_20250904_600246,跌停异动_万通发展_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,5,近一年交易数据规则抽取
A_20250904_600376,涨停异动_首开股份_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250904_600392,跌停异动_盛和资源_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,C32有色金属冶炼和压延加工业,5,近一年交易数据规则抽取
A_20250904_600410,跌停异动_华胜天成_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,5,近一年交易数据规则抽取
A_20250904_600506,跌停异动_统一股份_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,C25石油、煤炭及其他燃料加工业,5,近一年交易数据规则抽取
A_20250904_600593,放量上涨异动_大连圣亚_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,N78公共设施管理业,3,近一年交易数据规则抽取
A_20250904_600629,跌停异动_华建集团_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,M74专业技术服务业,4,近一年交易数据规则抽取
A_20250904_600673,跌停异动_东阳光_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,S91综合,4,近一年交易数据规则抽取
A_20250904_600697,涨停异动_欧亚集团_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,5,近一年交易数据规则抽取
A_20250904_600715,跌停异动_文投控股_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,R87广播、电视、电影和录音制作业,4,近一年交易数据规则抽取
A_20250904_600778,涨停异动_友好集团_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,5,近一年交易数据规则抽取
A_20250904_600828,涨停异动_茂业商业_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250904_600865,涨停异动_百大集团_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,5,近一年交易数据规则抽取
A_20250904_600895,跌停异动_张江高科_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250904_600967,跌停异动_内蒙一机_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,C37铁路、船舶、航空航天和其他运输设备制造业,4,近一年交易数据规则抽取
A_20250904_601020,跌停异动_华钰矿业_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,B09有色金属矿采选业,5,近一年交易数据规则抽取
A_20250904_601086,涨停异动_国芳集团_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250904_601099,涨停异动_太平洋_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,J67资本市场服务,5,近一年交易数据规则抽取
A_20250904_601116,放量上涨异动_三江购物_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,3,近一年交易数据规则抽取
A_20250904_601212,跌停异动_白银有色_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,C32有色金属冶炼和压延加工业,4,近一年交易数据规则抽取
A_20250904_601606,跌停异动_长城军工_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,C33金属制品业,4,近一年交易数据规则抽取
A_20250904_601929,跌停异动_吉视传媒_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,I63电信、广播电视和卫星传输服务,5,近一年交易数据规则抽取
A_20250904_603032,跌停异动_德新科技_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,5,近一年交易数据规则抽取
A_20250904_603083,跌停异动_剑桥科技_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,5,近一年交易数据规则抽取
A_20250904_603090,放量上涨异动_宏盛股份_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,3,近一年交易数据规则抽取
A_20250904_603099,放量上涨异动_长白山_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,N78公共设施管理业,3,近一年交易数据规则抽取
A_20250904_603101,涨停异动_汇嘉时代_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250904_603119,跌停异动_浙江荣泰_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,5,近一年交易数据规则抽取
A_20250904_603163,跌停异动_圣晖集成_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,E49建筑安装业,5,近一年交易数据规则抽取
A_20250904_603177,跌停异动_德创环保_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,N77生态保护和环境治理业,5,近一年交易数据规则抽取
A_20250904_603178,涨停异动_圣龙股份_2025-09-04,2025-09-04,公司/市场异动事件,脉冲型事件,突发型事件,C36汽车制造业,4,近一年交易数据规则抽取
A_20250905_600021,涨停异动_上海电力_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,D44电力、热力生产和供应业,4,近一年交易数据规则抽取
A_20250905_600103,涨停异动_青山纸业_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,C22造纸和纸制品业,4,近一年交易数据规则抽取
A_20250905_600143,放量上涨异动_金发科技_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,C29橡胶和塑料制品业,3,近一年交易数据规则抽取
A_20250905_600330,涨停异动_天通股份_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,5,近一年交易数据规则抽取
A_20250905_600338,放量上涨异动_西藏珠峰_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,B09有色金属矿采选业,3,近一年交易数据规则抽取
A_20250905_600367,涨停异动_红星发展_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,C26化学原料和化学制品制造业,4,近一年交易数据规则抽取
A_20250905_600376,涨停异动_首开股份_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,5,近一年交易数据规则抽取
A_20250905_600509,放量上涨异动_天富能源_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,D44电力、热力生产和供应业,3,近一年交易数据规则抽取
A_20250905_600580,涨停异动_卧龙电驱_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,5,近一年交易数据规则抽取
A_20250905_600601,涨停异动_方正科技_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,5,近一年交易数据规则抽取
A_20250905_600699,涨停异动_均胜电子_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250905_600730,涨停异动_中国高科_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,P83教育,4,近一年交易数据规则抽取
A_20250905_600884,放量上涨异动_杉杉股份_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,3,近一年交易数据规则抽取
A_20250905_600977,涨停异动_中国电影_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,R87广播、电视、电影和录音制作业,4,近一年交易数据规则抽取
A_20250905_601069,涨停异动_西部黄金_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,B09有色金属矿采选业,4,近一年交易数据规则抽取
A_20250905_601089,跌停异动_福元医药_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,C27医药制造业,4,近一年交易数据规则抽取
A_20250905_601218,涨停异动_吉鑫科技_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,C33金属制品业,4,近一年交易数据规则抽取
A_20250905_601615,涨停异动_明阳智能_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,4,近一年交易数据规则抽取
A_20250905_601929,放量上涨异动_吉视传媒_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,I63电信、广播电视和卫星传输服务,4,近一年交易数据规则抽取
A_20250905_603004,涨停异动_鼎龙科技_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,C26化学原料和化学制品制造业,5,近一年交易数据规则抽取
A_20250905_603031,放量上涨异动_安孚科技_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,3,近一年交易数据规则抽取
A_20250905_603052,涨停异动_可川科技_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250905_603101,放量上涨异动_汇嘉时代_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250905_603102,涨停异动_百合股份_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,C14食品制造业,4,近一年交易数据规则抽取
A_20250905_603127,涨停异动_昭衍新药_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,M73研究和试验发展,4,近一年交易数据规则抽取
A_20250905_603163,涨停异动_圣晖集成_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,E49建筑安装业,5,近一年交易数据规则抽取
A_20250905_603200,涨停异动_上海洗霸_2025-09-05,2025-09-05,公司/市场异动事件,脉冲型事件,突发型事件,N77生态保护和环境治理业,4,近一年交易数据规则抽取
A_20250908_600021,放量上涨异动_上海电力_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,D44电力、热力生产和供应业,3,近一年交易数据规则抽取
A_20250908_600026,涨停异动_中远海能_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,G55水上运输业,4,近一年交易数据规则抽取
A_20250908_600118,涨停异动_中国卫星_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250908_600158,涨停异动_中体产业_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,R89体育,5,近一年交易数据规则抽取
A_20250908_600173,涨停异动_卧龙新能_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250908_600211,涨停异动_西藏药业_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,C27医药制造业,4,近一年交易数据规则抽取
A_20250908_600376,涨停异动_首开股份_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,5,近一年交易数据规则抽取
A_20250908_600516,涨停异动_方大炭素_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,4,近一年交易数据规则抽取
A_20250908_600586,涨停异动_金晶科技_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,5,近一年交易数据规则抽取
A_20250908_600697,跌停异动_欧亚集团_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,5,近一年交易数据规则抽取
A_20250908_600699,涨停异动_均胜电子_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250908_600977,涨停异动_中国电影_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,R87广播、电视、电影和录音制作业,4,近一年交易数据规则抽取
A_20250908_601606,跌停异动_长城军工_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,C33金属制品业,5,近一年交易数据规则抽取
A_20250908_601872,涨停异动_招商轮船_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,G55水上运输业,4,近一年交易数据规则抽取
A_20250908_601975,涨停异动_招商南油_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,G55水上运输业,4,近一年交易数据规则抽取
A_20250908_603011,涨停异动_合锻智能_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,5,近一年交易数据规则抽取
A_20250908_603089,放量上涨异动_正裕工业_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,C36汽车制造业,3,近一年交易数据规则抽取
A_20250908_603098,涨停异动_森特股份_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,E50建筑装饰、装修和其他建筑业,4,近一年交易数据规则抽取
A_20250908_603119,涨停异动_浙江荣泰_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,5,近一年交易数据规则抽取
A_20250908_603131,涨停异动_上海沪工_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,5,近一年交易数据规则抽取
A_20250908_603159,涨停异动_上海亚虹_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,C29橡胶和塑料制品业,4,近一年交易数据规则抽取
A_20250908_603200,涨停异动_上海洗霸_2025-09-08,2025-09-08,公司/市场异动事件,脉冲型事件,突发型事件,N77生态保护和环境治理业,5,近一年交易数据规则抽取
A_20250909_600103,涨停异动_青山纸业_2025-09-09,2025-09-09,公司/市场异动事件,脉冲型事件,突发型事件,C22造纸和纸制品业,5,近一年交易数据规则抽取
A_20250909_600110,放量上涨异动_诺德股份_2025-09-09,2025-09-09,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250909_600173,涨停异动_卧龙新能_2025-09-09,2025-09-09,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250909_600249,涨停异动_两面针_2025-09-09,2025-09-09,公司/市场异动事件,脉冲型事件,突发型事件,C26化学原料和化学制品制造业,4,近一年交易数据规则抽取
A_20250909_600376,涨停异动_首开股份_2025-09-09,2025-09-09,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250909_600503,涨停异动_华丽家族_2025-09-09,2025-09-09,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250909_600521,跌停异动_华海药业_2025-09-09,2025-09-09,公司/市场异动事件,脉冲型事件,突发型事件,C27医药制造业,4,近一年交易数据规则抽取
A_20250909_600531,放量上涨异动_豫光金铅_2025-09-09,2025-09-09,公司/市场异动事件,脉冲型事件,突发型事件,C32有色金属冶炼和压延加工业,3,近一年交易数据规则抽取
A_20250909_600619,跌停异动_海立股份_2025-09-09,2025-09-09,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,5,近一年交易数据规则抽取
A_20250909_600689,涨停异动_上海三毛_2025-09-09,2025-09-09,公司/市场异动事件,脉冲型事件,突发型事件,F51批发业,4,近一年交易数据规则抽取
A_20250909_600715,涨停异动_文投控股_2025-09-09,2025-09-09,公司/市场异动事件,脉冲型事件,突发型事件,R87广播、电视、电影和录音制作业,4,近一年交易数据规则抽取
A_20250909_600819,涨停异动_耀皮玻璃_2025-09-09,2025-09-09,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,4,近一年交易数据规则抽取
A_20250909_600988,涨停异动_赤峰黄金_2025-09-09,2025-09-09,公司/市场异动事件,脉冲型事件,突发型事件,B09有色金属矿采选业,4,近一年交易数据规则抽取
A_20250909_601069,涨停异动_西部黄金_2025-09-09,2025-09-09,公司/市场异动事件,脉冲型事件,突发型事件,B09有色金属矿采选业,4,近一年交易数据规则抽取
A_20250909_601116,涨停异动_三江购物_2025-09-09,2025-09-09,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250909_603101,涨停异动_汇嘉时代_2025-09-09,2025-09-09,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250909_603119,放量上涨异动_浙江荣泰_2025-09-09,2025-09-09,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,4,近一年交易数据规则抽取
A_20250909_603163,涨停异动_圣晖集成_2025-09-09,2025-09-09,公司/市场异动事件,脉冲型事件,突发型事件,E49建筑安装业,5,近一年交易数据规则抽取
A_20250910_600021,跌停异动_上海电力_2025-09-10,2025-09-10,公司/市场异动事件,脉冲型事件,突发型事件,D44电力、热力生产和供应业,4,近一年交易数据规则抽取
A_20250910_600103,涨停异动_青山纸业_2025-09-10,2025-09-10,公司/市场异动事件,脉冲型事件,突发型事件,C22造纸和纸制品业,5,近一年交易数据规则抽取
A_20250910_600173,涨停异动_卧龙新能_2025-09-10,2025-09-10,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,5,近一年交易数据规则抽取
A_20250910_600376,涨停异动_首开股份_2025-09-10,2025-09-10,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250910_600545,涨停异动_卓郎智能_2025-09-10,2025-09-10,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,4,近一年交易数据规则抽取
A_20250910_600593,放量上涨异动_大连圣亚_2025-09-10,2025-09-10,公司/市场异动事件,脉冲型事件,突发型事件,N78公共设施管理业,3,近一年交易数据规则抽取
A_20250910_600601,放量上涨异动_方正科技_2025-09-10,2025-09-10,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,3,近一年交易数据规则抽取
A_20250910_600615,放量上涨异动_鑫源智造_2025-09-10,2025-09-10,公司/市场异动事件,脉冲型事件,突发型事件,C33金属制品业,3,近一年交易数据规则抽取
A_20250910_600776,涨停异动_东方通信_2025-09-10,2025-09-10,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250910_601069,放量上涨异动_西部黄金_2025-09-10,2025-09-10,公司/市场异动事件,脉冲型事件,突发型事件,B09有色金属矿采选业,3,近一年交易数据规则抽取
A_20250910_601116,涨停异动_三江购物_2025-09-10,2025-09-10,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
